order_id,customers,city,state,order_date,Total_units,revenue,product_name,category_name,store_name,salesrepresentative
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Fabiola Jackson"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Virgie Wiggins"
40,"Darren Witt",Coachella,CA,2016-01-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
40,"Darren Witt",Coachella,CA,2016-01-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
40,"Darren Witt",Coachella,CA,2016-01-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
40,"Darren Witt",Coachella,CA,2016-01-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
40,"Darren Witt",Coachella,CA,2016-01-27,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
40,"Darren Witt",Coachella,CA,2016-01-27,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
40,"Darren Witt",Coachella,CA,2016-01-27,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
40,"Darren Witt",Coachella,CA,2016-01-27,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
52,"Twana Arnold",Anaheim,CA,2016-02-03,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Fabiola Jackson"
52,"Twana Arnold",Anaheim,CA,2016-02-03,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
52,"Twana Arnold",Anaheim,CA,2016-02-03,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
52,"Twana Arnold",Anaheim,CA,2016-02-03,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Virgie Wiggins"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
60,"Joesph Delacruz",Atwater,CA,2016-02-06,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
